title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,location
"Potholes in the road",https://www.fixmystreet.com/report/978763,"2017-02-12 09:32:31 UTC",confirmed,"2017-02-12 09:35:18 UTC",Potholes,"2017-02-12 09:35:18 UTC",51.396615,-2.385667,Weston,"{""latitude"":51.396615,""longitude"":-2.385667,""geojson"":{""type"":""Point"",""coordinates"":[-2.385667,51.396615]}}"
"Deep potholes next to drain covers in several locations here",https://www.fixmystreet.com/report/976879,"2017-02-09 10:59:18 UTC",confirmed,"2017-02-09 11:16:14 UTC",Potholes,"2017-02-09 11:16:14 UTC",51.402455,-2.460016,Saltford,"{""latitude"":51.402455,""longitude"":-2.460016,""geojson"":{""type"":""Point"",""coordinates"":[-2.460016,51.402455]}}"
"Water on road",https://www.fixmystreet.com/report/786852,"2016-03-13 11:20:53 UTC",confirmed,"2016-03-13 11:25:21 UTC",Roads/highways,"2016-03-13 11:25:21 UTC",51.366278,-2.345976,Widcombe,"{""latitude"":51.366278,""longitude"":-2.345976,""geojson"":{""type"":""Point"",""coordinates"":[-2.345976,51.366278]}}"
"Deep pothole on left side of road from Bris to Bath near lampost no 50",https://www.fixmystreet.com/report/766286,"2016-02-12 08:52:48 UTC","fixed - user","2016-02-12 08:55:48 UTC",Potholes,"2016-03-11 09:08:00 UTC",51.407511,-2.469725,Saltford,"{""latitude"":51.407511,""longitude"":-2.469725,""geojson"":{""type"":""Point"",""coordinates"":[-2.469725,51.407511]}}"
"Badly Designed Roundabout",https://www.fixmystreet.com/report/957505,"2017-01-13 18:53:52 UTC",confirmed,"2017-01-13 19:11:06 UTC",Roads/highways,"2017-02-10 21:30:08 UTC",51.359934,-2.354041,"Combe Down","{""latitude"":51.359934,""longitude"":-2.354041,""geojson"":{""type"":""Point"",""coordinates"":[-2.354041,51.359934]}}"
"Collapsed manhole/inspection cover",https://www.fixmystreet.com/report/784641,"2016-03-09 20:07:20 UTC","fixed - user","2016-03-09 20:10:09 UTC",Pavements/footpaths,"2016-04-07 22:43:04 UTC",51.293631,-2.440132,Radstock,"{""latitude"":51.293631,""longitude"":-2.440132,""geojson"":{""type"":""Point"",""coordinates"":[-2.440132,51.293631]}}"
"Street Lamps on an midday today",https://www.fixmystreet.com/report/908769,"2016-10-07 12:54:23 UTC","fixed - user","2016-10-07 12:55:12 UTC","Street cleaning","2016-11-05 16:19:34 UTC",51.376383,-2.359052,Widcombe,"{""latitude"":51.376383,""longitude"":-2.359052,""geojson"":{""type"":""Point"",""coordinates"":[-2.359052,51.376383]}}"
"Illegal caravan site on the Bristol-Bath cycle path",https://www.fixmystreet.com/report/807995,"2016-04-13 15:57:14 UTC","fixed - user","2016-04-13 16:00:17 UTC",Other,"2016-05-23 14:19:04 UTC",51.389122,-2.412969,"Newton St Loe","{""latitude"":51.389122,""longitude"":-2.412969,""geojson"":{""type"":""Point"",""coordinates"":[-2.412969,51.389122]}}"
"Two street lights out - dark and dangerous",https://www.fixmystreet.com/report/925360,"2016-11-10 17:36:22 UTC",confirmed,"2016-11-10 17:40:10 UTC","Street lighting","2016-11-10 17:40:10 UTC",51.41679,-2.502025,Keynsham,"{""latitude"":51.41679,""longitude"":-2.502025,""geojson"":{""type"":""Point"",""coordinates"":[-2.502025,51.41679]}}"
"Hazardous loose aggregate on road from concrete spill",https://www.fixmystreet.com/report/811462,"2016-04-19 09:41:04 UTC",confirmed,"2016-04-19 09:45:53 UTC",Roads/highways,"2016-04-19 09:45:53 UTC",51.376989,-2.409193,Twerton,"{""latitude"":51.376989,""longitude"":-2.409193,""geojson"":{""type"":""Point"",""coordinates"":[-2.409193,51.376989]}}"
"Pot hole by the curb on the left hand side of the road by the roundabout",https://www.fixmystreet.com/report/840091,"2016-06-13 10:27:55 UTC",confirmed,"2016-06-13 10:30:18 UTC",Potholes,"2016-06-13 10:30:18 UTC",51.286991,-2.492036,"Midsomer Norton","{""latitude"":51.286991,""longitude"":-2.492036,""geojson"":{""type"":""Point"",""coordinates"":[-2.492036,51.286991]}}"
"Dumped sainsburys trolley",https://www.fixmystreet.com/report/785991,"2016-03-11 14:40:49 UTC",confirmed,"2016-03-11 14:50:09 UTC",Other,"2016-03-11 14:50:09 UTC",51.3601,-2.361483,"Combe Down","{""latitude"":51.3601,""longitude"":-2.361483,""geojson"":{""type"":""Point"",""coordinates"":[-2.361483,51.3601]}}"
"Money wasting hedge trimmer knocked down verge marker posts",https://www.fixmystreet.com/report/832394,"2016-05-30 20:47:32 UTC",confirmed,"2016-05-30 20:50:32 UTC",Roads/highways,"2016-11-26 11:37:42 UTC",51.347341,-2.473148,Farmborough,"{""latitude"":51.347341,""longitude"":-2.473148,""geojson"":{""type"":""Point"",""coordinates"":[-2.473148,51.347341]}}"
"Pothole outside front door of Dolphin House",https://www.fixmystreet.com/report/973908,"2017-02-06 09:48:01 UTC",confirmed,"2017-02-06 09:51:21 UTC",Potholes,"2017-02-06 09:51:21 UTC",51.336471,-2.314161,Freshford,"{""latitude"":51.336471,""longitude"":-2.314161,""geojson"":{""type"":""Point"",""coordinates"":[-2.314161,51.336471]}}"
"Amber bulb not working",https://www.fixmystreet.com/report/822334,"2016-05-10 15:32:02 UTC","fixed - user","2016-05-10 15:35:43 UTC","Traffic lights","2016-07-09 18:34:59 UTC",51.380505,-2.369505,Widcombe,"{""latitude"":51.380505,""longitude"":-2.369505,""geojson"":{""type"":""Point"",""coordinates"":[-2.369505,51.380505]}}"
Potholes,https://www.fixmystreet.com/report/802556,"2016-04-05 11:51:52 UTC",confirmed,"2016-04-05 11:55:22 UTC",Potholes,"2016-04-05 11:55:22 UTC",51.297795,-2.575539,"Hinton Blewett","{""latitude"":51.297795,""longitude"":-2.575539,""geojson"":{""type"":""Point"",""coordinates"":[-2.575539,51.297795]}}"
"Persistent Fly Tipping!",https://www.fixmystreet.com/report/940215,"2016-12-10 19:44:22 UTC",confirmed,"2016-12-10 19:45:33 UTC",Flytipping,"2016-12-10 19:45:33 UTC",51.305696,-2.459879,Paulton,"{""latitude"":51.305696,""longitude"":-2.459879,""geojson"":{""type"":""Point"",""coordinates"":[-2.459879,51.305696]}}"
"Illegal parking in disabled bay",https://www.fixmystreet.com/report/727023,"2015-12-09 15:42:55 UTC",unconfirmed,,"Car parking","2015-12-09 15:42:55 UTC",51.311223,-2.448511,Camerton,"{""latitude"":51.311223,""longitude"":-2.448511,""geojson"":{""type"":""Point"",""coordinates"":[-2.448511,51.311223]}}"
"Patch around drain cover has failed",https://www.fixmystreet.com/report/943359,"2016-12-16 14:07:57 UTC",confirmed,"2016-12-16 14:10:17 UTC",Potholes,"2016-12-16 14:10:17 UTC",51.358297,-2.375992,Lyncombe,"{""latitude"":51.358297,""longitude"":-2.375992,""geojson"":{""type"":""Point"",""coordinates"":[-2.375992,51.358297]}}"
"Post Box out of action",https://www.fixmystreet.com/report/672118,"2015-08-05 15:47:10 UTC",confirmed,"2015-08-05 15:50:18 UTC",Other,"2015-08-05 15:50:18 UTC",51.280042,-2.468007,Westfield,"{""latitude"":51.280042,""longitude"":-2.468007,""geojson"":{""type"":""Point"",""coordinates"":[-2.468007,51.280042]}}"
"Overrunning roadworks",https://www.fixmystreet.com/report/991566,"2017-02-28 21:46:34 UTC","fixed - user","2017-02-28 21:50:32 UTC",Roads/highways,"2017-03-03 12:38:10 UTC",51.392682,-2.370519,Lansdown,"{""latitude"":51.392682,""longitude"":-2.370519,""geojson"":{""type"":""Point"",""coordinates"":[-2.370519,51.392682]}}"
"Obstruction of footpath",https://www.fixmystreet.com/report/870659,"2016-08-01 19:05:07 UTC",confirmed,"2016-08-02 16:25:21 UTC",Pavements/footpaths,"2016-08-02 16:25:21 UTC",51.401455,-2.464848,Saltford,"{""latitude"":51.401455,""longitude"":-2.464848,""geojson"":{""type"":""Point"",""coordinates"":[-2.464848,51.401455]}}"
"Massive pothole in middle of the road, can cause extensive damage to cars",https://www.fixmystreet.com/report/976212,"2017-02-08 14:43:30 UTC",confirmed,"2017-02-08 14:50:28 UTC",Potholes,"2017-02-08 14:50:28 UTC",51.322037,-2.540957,Cameley,"{""latitude"":51.322037,""longitude"":-2.540957,""geojson"":{""type"":""Point"",""coordinates"":[-2.540957,51.322037]}}"
"40mph speed limit sign",https://www.fixmystreet.com/report/679951,"2015-08-23 23:53:55 UTC","fixed - user","2015-08-23 23:55:23 UTC","Road traffic signs","2015-09-01 20:46:29 UTC",51.329953,-2.409418,"Dunkerton and Tunley","{""latitude"":51.329953,""longitude"":-2.409418,""geojson"":{""type"":""Point"",""coordinates"":[-2.409418,51.329953]}}"
"Very bad litter all along A46 from Bath northwards.",https://www.fixmystreet.com/report/779200,"2016-03-02 13:41:27 UTC",confirmed,"2016-03-02 13:45:24 UTC","Rubbish (refuse and recycling)","2016-03-02 13:45:24 UTC",51.404843,-2.340459,Swainswick,"{""latitude"":51.404843,""longitude"":-2.340459,""geojson"":{""type"":""Point"",""coordinates"":[-2.340459,51.404843]}}"
"Path from road to park",https://www.fixmystreet.com/report/832117,"2016-05-30 11:04:14 UTC",confirmed,"2016-05-30 11:10:10 UTC",Pavements/footpaths,"2016-05-30 11:10:10 UTC",51.285946,-2.47089,Westfield,"{""latitude"":51.285946,""longitude"":-2.47089,""geojson"":{""type"":""Point"",""coordinates"":[-2.47089,51.285946]}}"
Pothole,https://www.fixmystreet.com/report/957497,"2017-01-13 18:42:44 UTC",confirmed,"2017-01-13 19:10:50 UTC",Potholes,"2017-02-10 21:31:12 UTC",51.365484,-2.321758,"Combe Down","{""latitude"":51.365484,""longitude"":-2.321758,""geojson"":{""type"":""Point"",""coordinates"":[-2.321758,51.365484]}}"
"Somebody living in a tent",https://www.fixmystreet.com/report/848833,"2016-06-27 13:43:21 UTC",confirmed,"2016-06-27 13:45:11 UTC",Other,"2016-06-27 13:45:11 UTC",51.296792,-2.451861,Radstock,"{""latitude"":51.296792,""longitude"":-2.451861,""geojson"":{""type"":""Point"",""coordinates"":[-2.451861,51.296792]}}"
"Cars parking on footpaths and grass areas blocking padestrians and bus route.",https://www.fixmystreet.com/report/1006003,"2017-03-19 18:32:21 UTC",confirmed,"2017-03-19 18:41:29 UTC","Car parking","2017-03-19 18:41:29 UTC",51.322703,-2.478047,Timsbury,"{""latitude"":51.322703,""longitude"":-2.478047,""geojson"":{""type"":""Point"",""coordinates"":[-2.478047,51.322703]}}"
"Rubble in road",https://www.fixmystreet.com/report/898317,"2016-09-19 08:41:24 UTC","fixed - user","2016-09-19 08:45:16 UTC",Flytipping,"2016-10-18 21:21:54 UTC",51.335762,-2.669647,"Nempnett Thrubwell","{""latitude"":51.335762,""longitude"":-2.669647,""geojson"":{""type"":""Point"",""coordinates"":[-2.669647,51.335762]}}"
"Terrible and dangerolus potholes in the road outside Tabor Farm. North Road",https://www.fixmystreet.com/report/1005816,"2017-03-19 14:10:10 UTC",confirmed,"2017-03-19 14:15:19 UTC",Potholes,"2017-03-19 14:15:19 UTC",51.32871,-2.478319,Timsbury,"{""latitude"":51.32871,""longitude"":-2.478319,""geojson"":{""type"":""Point"",""coordinates"":[-2.478319,51.32871]}}"
"One loose manhole cover is very noisy day and night.",https://www.fixmystreet.com/report/968194,"2017-01-30 07:02:11 UTC",confirmed,"2017-01-30 07:05:23 UTC",Other,"2017-01-30 07:05:23 UTC",51.381999,-2.367154,Kingsmead,"{""latitude"":51.381999,""longitude"":-2.367154,""geojson"":{""type"":""Point"",""coordinates"":[-2.367154,51.381999]}}"
"Very low trees.",https://www.fixmystreet.com/report/857379,"2016-07-11 09:03:40 UTC",confirmed,"2016-07-11 10:40:22 UTC",Trees,"2016-08-08 12:18:23 UTC",51.31473,-2.439552,"Peasedown St John","{""latitude"":51.31473,""longitude"":-2.439552,""geojson"":{""type"":""Point"",""coordinates"":[-2.439552,51.31473]}}"
"Pothole/Sunken Manhole",https://www.fixmystreet.com/report/769927,"2016-02-17 19:38:04 UTC",confirmed,"2016-02-17 19:40:17 UTC",Roads/highways,"2016-02-17 19:40:17 UTC",51.408965,-2.396639,Charlcombe,"{""latitude"":51.408965,""longitude"":-2.396639,""geojson"":{""type"":""Point"",""coordinates"":[-2.396639,51.408965]}}"
"Pothole near centreline of road, northbound, just as road merges into single lane",https://www.fixmystreet.com/report/959529,"2017-01-16 22:49:23 UTC","fixed - user","2017-01-16 22:50:13 UTC",Potholes,"2017-02-13 23:05:13 UTC",51.414621,-2.346069,Swainswick,"{""latitude"":51.414621,""longitude"":-2.346069,""geojson"":{""type"":""Point"",""coordinates"":[-2.346069,51.414621]}}"
"Overgrown weeds",https://www.fixmystreet.com/report/916624,"2016-10-24 12:41:06 UTC",confirmed,"2016-10-24 12:45:26 UTC",Pavements/footpaths,"2016-10-24 12:45:26 UTC",51.292102,-2.447997,Radstock,"{""latitude"":51.292102,""longitude"":-2.447997,""geojson"":{""type"":""Point"",""coordinates"":[-2.447997,51.292102]}}"
Pothole,https://www.fixmystreet.com/report/947325,"2016-12-26 13:57:23 UTC","fixed - user","2016-12-26 15:35:11 UTC",Potholes,"2017-01-23 16:10:35 UTC",51.362875,-2.340194,Widcombe,"{""latitude"":51.362875,""longitude"":-2.340194,""geojson"":{""type"":""Point"",""coordinates"":[-2.340194,51.362875]}}"
"Large deep pothole",https://www.fixmystreet.com/report/817097,"2016-04-29 21:20:33 UTC","fixed - user","2016-04-29 21:25:16 UTC",Potholes,"2016-06-24 22:12:32 UTC",51.341274,-2.413604,"Dunkerton and Tunley","{""latitude"":51.341274,""longitude"":-2.413604,""geojson"":{""type"":""Point"",""coordinates"":[-2.413604,51.341274]}}"
"Bags of rubbish in field entrance",https://www.fixmystreet.com/report/936604,"2016-12-03 15:46:53 UTC",confirmed,"2016-12-03 15:50:16 UTC",Flytipping,"2016-12-03 15:50:16 UTC",51.390933,-2.566371,"Norton Malreward","{""latitude"":51.390933,""longitude"":-2.566371,""geojson"":{""type"":""Point"",""coordinates"":[-2.566371,51.390933]}}"
"Overgrown hedges",https://www.fixmystreet.com/report/864939,"2016-07-22 19:37:13 UTC",confirmed,"2016-07-22 19:40:09 UTC",Parks/landscapes,"2016-08-19 20:05:01 UTC",51.406245,-2.550463,Whitchurch,"{""latitude"":51.406245,""longitude"":-2.550463,""geojson"":{""type"":""Point"",""coordinates"":[-2.550463,51.406245]}}"
"Skip and barriers take up 2 parking spaces not 1",https://www.fixmystreet.com/report/918452,"2016-10-27 16:45:25 UTC","fixed - user","2016-10-27 16:50:11 UTC",Roads/highways,"2017-01-16 12:37:46 UTC",51.389247,-2.364364,Lansdown,"{""latitude"":51.389247,""longitude"":-2.364364,""geojson"":{""type"":""Point"",""coordinates"":[-2.364364,51.389247]}}"
"Pot hole in road on left hand side as if you were driing into Bristol",https://www.fixmystreet.com/report/840152,"2016-06-13 11:28:24 UTC",confirmed,"2016-06-13 11:30:48 UTC",Potholes,"2016-06-13 11:30:48 UTC",51.37165,-2.548976,Publow,"{""latitude"":51.37165,""longitude"":-2.548976,""geojson"":{""type"":""Point"",""coordinates"":[-2.548976,51.37165]}}"
"Damage tree - branch blocking footway",https://www.fixmystreet.com/report/673100,"2015-08-07 10:44:39 UTC",confirmed,"2015-08-07 10:45:11 UTC",Trees,"2015-08-07 10:45:11 UTC",51.388013,-2.367087,Kingsmead,"{""latitude"":51.388013,""longitude"":-2.367087,""geojson"":{""type"":""Point"",""coordinates"":[-2.367087,51.388013]}}"
"Missed recycling collection",https://www.fixmystreet.com/report/684905,"2015-09-04 08:21:28 UTC","fixed - user","2015-09-04 08:25:11 UTC","Rubbish (refuse and recycling)","2015-09-11 11:23:10 UTC",51.392411,-2.387119,Weston,"{""latitude"":51.392411,""longitude"":-2.387119,""geojson"":{""type"":""Point"",""coordinates"":[-2.387119,51.392411]}}"
"Overhanging foliage",https://www.fixmystreet.com/report/873247,"2016-08-05 14:32:00 UTC","fixed - user","2016-08-05 14:35:20 UTC",Pavements/footpaths,"2016-10-01 10:00:55 UTC",51.379453,-2.341379,Bathwick,"{""latitude"":51.379453,""longitude"":-2.341379,""geojson"":{""type"":""Point"",""coordinates"":[-2.341379,51.379453]}}"
"Dangerous step up/down",https://www.fixmystreet.com/report/717518,"2015-11-18 12:15:29 UTC",confirmed,"2015-11-18 12:20:45 UTC",Pavements/footpaths,"2016-01-06 13:48:02 UTC",51.394559,-2.38056,Weston,"{""latitude"":51.394559,""longitude"":-2.38056,""geojson"":{""type"":""Point"",""coordinates"":[-2.38056,51.394559]}}"
"Two drains blocked with silt causing road to flood when raing hard",https://www.fixmystreet.com/report/806479,"2016-04-11 12:05:58 UTC","fixed - user","2016-04-11 12:10:31 UTC",Roads/highways,"2017-02-03 17:09:34 UTC",51.334121,-2.524406,Clutton,"{""latitude"":51.334121,""longitude"":-2.524406,""geojson"":{""type"":""Point"",""coordinates"":[-2.524406,51.334121]}}"
"Street light not working",https://www.fixmystreet.com/report/706516,"2015-10-24 11:39:47 UTC",unconfirmed,,"Street lighting","2015-10-24 11:39:47 UTC",51.407958,-2.500395,Keynsham,"{""latitude"":51.407958,""longitude"":-2.500395,""geojson"":{""type"":""Point"",""coordinates"":[-2.500395,51.407958]}}"
"Overhanging foliage",https://www.fixmystreet.com/report/868288,"2016-07-28 12:56:40 UTC","fixed - user","2016-07-28 17:10:23 UTC",Pavements/footpaths,"2016-12-16 18:30:07 UTC",51.291805,-2.461406,Radstock,"{""latitude"":51.291805,""longitude"":-2.461406,""geojson"":{""type"":""Point"",""coordinates"":[-2.461406,51.291805]}}"
"Flytipping by road",https://www.fixmystreet.com/report/756914,"2016-01-30 21:15:22 UTC",confirmed,"2016-01-30 21:20:26 UTC",Flytipping,"2016-01-30 21:20:26 UTC",51.396172,-2.583864,Whitchurch,"{""latitude"":51.396172,""longitude"":-2.583864,""geojson"":{""type"":""Point"",""coordinates"":[-2.583864,51.396172]}}"
"Fallen branch in road",https://www.fixmystreet.com/report/935626,"2016-12-01 09:08:38 UTC","fixed - user","2016-12-01 09:10:12 UTC",Roads/highways,"2017-02-11 10:59:37 UTC",51.348361,-2.638684,"Chew Stoke","{""latitude"":51.348361,""longitude"":-2.638684,""geojson"":{""type"":""Point"",""coordinates"":[-2.638684,51.348361]}}"
"Potholes on edge of carriageway",https://www.fixmystreet.com/report/893816,"2016-09-10 20:43:01 UTC",confirmed,"2016-09-10 20:45:11 UTC",Potholes,"2016-12-03 22:22:18 UTC",51.318118,-2.471059,Camerton,"{""latitude"":51.318118,""longitude"":-2.471059,""geojson"":{""type"":""Point"",""coordinates"":[-2.471059,51.318118]}}"
"Road flooding and poor road surface",https://www.fixmystreet.com/report/978292,"2017-02-11 11:03:24 UTC",confirmed,"2017-02-11 11:05:23 UTC",Roads/highways,"2017-02-11 11:05:23 UTC",51.325451,-2.650711,"Compton Martin","{""latitude"":51.325451,""longitude"":-2.650711,""geojson"":{""type"":""Point"",""coordinates"":[-2.650711,51.325451]}}"
"Sunken/broken road surface",https://www.fixmystreet.com/report/850751,"2016-06-29 17:41:25 UTC",confirmed,"2016-06-29 17:45:17 UTC",Potholes,"2016-06-29 17:45:17 UTC",51.330217,-2.547629,Clutton,"{""latitude"":51.330217,""longitude"":-2.547629,""geojson"":{""type"":""Point"",""coordinates"":[-2.547629,51.330217]}}"
"Cars & caravans dumped in Coombend",https://www.fixmystreet.com/report/848806,"2016-06-27 13:21:22 UTC",confirmed,"2016-06-27 13:25:09 UTC","Abandoned vehicles","2016-07-25 13:58:02 UTC",51.296275,-2.451611,Radstock,"{""latitude"":51.296275,""longitude"":-2.451611,""geojson"":{""type"":""Point"",""coordinates"":[-2.451611,51.296275]}}"
"Inaccessible path",https://www.fixmystreet.com/report/929402,"2016-11-19 11:58:49 UTC",confirmed,"2016-11-19 14:35:10 UTC",Pavements/footpaths,"2016-11-19 14:35:10 UTC",51.381977,-2.395192,Newbridge,"{""latitude"":51.381977,""longitude"":-2.395192,""geojson"":{""type"":""Point"",""coordinates"":[-2.395192,51.381977]}}"
"Inaccurate and out of date cycle route signage",https://www.fixmystreet.com/report/903918,"2016-09-28 18:51:32 UTC",confirmed,"2016-09-28 18:55:23 UTC","Road traffic signs","2016-12-22 00:23:26 UTC",51.291343,-2.446953,Radstock,"{""latitude"":51.291343,""longitude"":-2.446953,""geojson"":{""type"":""Point"",""coordinates"":[-2.446953,51.291343]}}"
